ALLOW_MSG_LOG,CATALOG_ID,CHANNEL,COMMAND_HANDLE_MODULE,COMMAND_SCOPE,COMMAND_TYPE,COMMAND_VERSION,DESCRIPTION,DIRECT,HAS_SOAP_FAULT,INTERFACE_CODE,MSG_CODE,PARANT_COMMAND_SCOPE,REQUEST_FLAG,RESPONSE_COMMAND,SYC_ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"","","API","","InitTrans_Group ATM Deposit via Voucher Two Messages","S","","Group ATM Deposit Two Messages","I","N","","","TCBusiness","1","",""<endrec>
"","","API","","InitTrans_Group ATM Withdraw via Voucher","S","","Group ATM Withdraw","I","N","","","TCBusiness","1","",""<endrec>
"","-1","API","","InitTrans_Group ATM Withdrawal With Voucher","S","","Group ATM Deposit","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Group Buy Goods with Voucher","S","","Group Buy Goods with voucher","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Group Buy Goods with Voucher Initiated by Operator","S","","InitTrans_Group Buy Goods Service","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Group Pay Bill","S","","Group Pay Bill Service","I","N","","","TCBusiness","1","","A"<endrec>
"","","API","","InitTrans_Group Two Part Voucher Redeeming","S","","Group Two Part Voucher Redeeming","I","N","","","TCBusiness","1","",""<endrec>
"","-1","API","","InitTrans_Group Withdrawal With Voucher","S","","Group Withdraw With Voucher","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_GroupDepositWithVoucher","S","","GroupDepositWithVoucher","I","N","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_OTC Buy AirTime Via Voucher","S","","OTC Buy AirTime","I","N","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_OTC IMT Request Quote Via Voucher","S","","OTC IMT Request Quote","I","","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_OTC IMT Transfer Abroad Via Voucher","S","","OTC IMT transfer abroad","I","","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_OTC Pay Bill Via Voucher","S","","OTC Pay Bill","I","","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Org Operator ATM Deposit via Voucher Two Messages","S","","Org Operator ATM Deposit via Voucher Two Messages
2560","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Organisation Deposit at ATM","S","","Organisation Deposit at ATM
2540","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Organisation Withdrawal at ATM","S","","Organisation Withdrawal at ATM
2530","I","N","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_Organization Funds Management - Business Deposit","S","","","I","N","","","TCBusiness","1","",""<endrec>
"","","API","","InitTrans_PayBillOTC","S","","","I","","","","TCBusiness","1","","S"<endrec>
"","-1","API","Txn Reversal Service","InitTrans_PayUtilRev","S","","Service name : Pay Utility Reversal","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_SPQueryOrgBalance","S","","","I","N","","","TCBusiness","1","","S"<endrec>
"","-1","API","","InitTrans_Send Money","S","","","I","N","","","TCBusiness","1","","A"<endrec>
"","","API","","InitTrans_Two Part Buy Goods","S","","NA","I","N","","","TCBusiness","1","",""<endrec>
"","","API","","InitTrans_Two Part Payment Confirm","S","","Two Part Payment Confirm","I","N","","","TCBusiness","1","",""<endrec>
"","","API","","InitTrans_Two Part Voucher Redeeming","S","","Two Part Voucher Redeeming","I","N","","","TCBusiness","1","",""<endrec>
"","","API","Txn Reversal Service","InitTrans_WithATMRevFull","S","","service name :Withdrawal at ATM Reversal - Full","I","N","","","TCBusiness","1","",""<endrec>
"","-1","API","Txn Reversal Service","InitTrans_WithATMRevPart","S","","Withdrawal at ATM Reversal - Partial","I","N","","","TCBusiness","1","","S"<endrec>
"","","API","","InitTrans_Withdrawal With Voucher","S","","","I","N","","","TCBusiness","1","",""<endrec>
"","2","API","","KeshoInboundRequest","P","","NA","I","N","","","","1","","S"<endrec>
"","3","API","Outgoing API Service","LoanMiniStatement","S","","NA","O","N","14","","","1","LoanMiniStatementResponse","S"<endrec>
"","3","API","TC Event Service","LoanMiniStatementResponse","S","","NA","I","N","","","","0","",""<endrec>
"","3","API","Outgoing API Service","LoanRequest","S","","NA","O","N","7","","","1","LoanRequestResponse","S"<endrec>
"","3","API","TC Event Service","LoanRequestResponse","S","","NA","I","N","","","","0","",""<endrec>
"","117","API","XML HTTP Outgoing Service","MAPGWLocRequest","S","","NA","O","N","71","","","1","MAPGWLocResponse","S"<endrec>
"","117","API","TC Event Service","MAPGWLocResponse","S","","NA","I","N","","","","0","","S"<endrec>
"","-1","API","BO Service","ManagePreferredContacts","S","","","I","N","","","BOBusiness","1","","A"<endrec>
"","-1","API","BO Service","MgtCustomerFF","S","","","I","N","","","BOBusiness","1","","A"<endrec>
"","103","API","Outgoing API Service","NetworkInitiatedUSSDPushRequestMsg","S","","NA","O","N","","","","1","NetworkInitiatedUSSDPushResponseMsg","S"<endrec>
"","103","API","TC Event Service","NetworkInitiatedUSSDPushResponseMsg","S","","NA","I","N","","","","0","","S"<endrec>
"","102","API","","NetworkInitiatedUSSDPushResultResponseMsg","S","","NA","O","N","","","","0","","S"<endrec>
"","3","API","Outgoing API Service","NotifyTransactionState","S","","NA","O","N","11","","","1","NotifyTransactionStateResponse","S"<endrec>
"","3","API","TC Event Service","NotifyTransactionStateResponse","S","","NA","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OffnetTransactionResponse","S","","","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","OffnetTransactionReversal","S","","","O","N","30","","","1","OffnetTransactionReversalResponse",""<endrec>
"","104","API","TC Event Service","OffnetTransactionReversalResponse","S","","","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","OffnetTransactionToPartnerSP","S","","","O","N","27","","","1","OffnetTransactionResponse",""<endrec>
"","104","API","Outgoing API Service","OnlineCashInFromPartnerBank","S","","Online Cash In From Bank","O","N","39","","","1","OnlineCashInResponse",""<endrec>
"","104","API","TC Event Service","OnlineCashInResponse","S","","Online Transfer To Bank Response","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineCashInResponseSendFailed","S","","Online Cash In Response Send Failed","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineCashInResponseSoapFault","S","","Online Cash In Response Soap Fault","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineCashInResponseTimeOut","S","","Online Cash In Response Time Out","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","OnlineControlAccountTransfer","S","","Online Control Account Transfer","O","N","46","GOA_OnlineCtrlAccountTransfer","","1","OnlineControlAccountTransferResponse",""<endrec>
"","104","API","TC Event Service","OnlineControlAccountTransferResponse","S","","Online Control Account Transfer Response","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineControlAccountTransferResponseSendFailed","S","","Online Control Account Transfer Response Send Failed","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineControlAccountTransferResponseSoapFault","S","","Online Control Account Transfer Response Soap Fault","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineControlAccountTransferResponseTimeOut","S","","Online Control Account Transfer Response Time Out","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineTransaferToBankResponse","S","","Online Transfer To Bank Response","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineTransaferToBankResponseSendFailed","S","","Online Transfer To Bank Response Send Failed","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineTransaferToBankResponseSoapFault","S","","Online Transfer To Bank Response Soap Fault","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","OnlineTransaferToBankResponseTimeOut","S","","Online Transfer To Bank Response Time Out","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","OnlineTransferToPartnerBank","S","","Online Transfer To Bank","O","N","37","","","1","OnlineTransaferToBankResponse",""<endrec>
"","","API","BO Service","OrgRevenueSettlement","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","110","API","Outgoing GOA Service","PayBillGOAResponse","S","","test123","I","N","2","GOA_BillValidation","GOAHeader","0","ApplyTransactionResponse",""<endrec>
"","-1","API","Outgoing GOA Service","PayBillGOArequest","G","","test","O","N","2","GOA_BillValidation","GOAHeader","1","ApplyTransactionResponse",""<endrec>
"","3","API","Outgoing API Service","PaybackLoan","S","","NA","O","N","8","","","1","PaybackLoanResponse","S"<endrec>
"","3","API","TC Event Service","PaybackLoanResponse","S","","NA","I","N","","","","0","",""<endrec>
"","3","API","Outgoing API Service","PaybackLoanSaving","S","","NA","O","N","9","","","1","PaybackLoanSavingResponse","S"<endrec>
"","3","API","TC Event Service","PaybackLoanSavingResponse","S","","NA","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","Payment","S","","Payment","O","N","1","","","1","PaymentResultMsg",""<endrec>
"","104","API","TC Event Service","PaymentResultMsg","S","","PaymentResultMsg","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","PaymentResultMsgSendFailed","S","","PaymentResultMsgSendFailed","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","PaymentResultMsgSoapFault","S","","PaymentResultMsgSoapFault","I","N","","","","0","",""<endrec>
"","104","API","TC Event Service","PaymentResultMsgTimeOut","S","","PaymentResultMsgTimeOut","I","N","","","","0","",""<endrec>
"","2","API","BO Service","QualifyEmergencyCredit","S","","NA","I","Y","","","KeshoInboundRequest","1","","S"<endrec>
"","2","API","","QualifyEmergencyCreditResponse","S","","NA","O","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","QueryAMLWatchlist","S","","QueryAMLWatchlist","O","","141","","","1","QueryAMLWatchlistResponse","S"<endrec>
"","104","API","TC Event Service","QueryAMLWatchlistResponse","S","","QueryAMLWatchlistResponse","I","N","","","","0","","S"<endrec>
"","104","API","Outgoing API Service","QueryBill","S","","QueryPayBill","O","N","52","","","1","C2BPaymentQueryResult","S"<endrec>
"","-1","API","BO Service","QueryCustomerFF","S","","","I","N","","","BOBusiness","1","","A"<endrec>
"","","API","BO Service","QueryCustomerKYC","S","","NA","I","N","","","BOBusiness","1","","A"<endrec>
"","-1","API","Outgoing GOA Service","QueryDompetkuBalance","G","","QueryDompetkuBalance","O","N","65","","GOAHeader","1","",""<endrec>
"","","API","Outgoing GOA Service","QueryKYCValidation","G","","QueryKYCValidation","O","N","51","GOA_QueryKYCValidation","GOAHeader","1","QueryKYCValidationResponse",""<endrec>
"","110","API","GOA BO Service","QueryKYCValidationResponse","S","","QueryKYCValidationResponse","I","N","","","","0","",""<endrec>
"","110","API","GOA BO Service","QueryKYCValidationResponseSendFailed","S","","QueryKYCValidationResponseSendFailed","I","N","","","","0","",""<endrec>
"","110","API","GOA BO Service","QueryKYCValidationResponseSoapFault","S","","QueryKYCValidationResponseSoapFault","I","N","","","","0","",""<endrec>
"","110","API","GOA BO Service","QueryKYCValidationResponseTimeOut","S","","QueryKYCValidationResponseTimeOut","I","N","","","","0","",""<endrec>
"","-1","API","BO Service","QueryPrefContact","S","","","I","N","","","BOBusiness","1","","A"<endrec>
"","104","API","TC Event Service","QueryResult","S","","QueryResult","I","N","","","","0","",""<endrec>
"","","API","BO Service","QuerySavingPlanForCustomer","S","","QuerySavingPlanForCustomer","I","","","","BOBusiness","1","","S"<endrec>
"","","API","BO Service","QuerySavingPlanForGroup","S","","QuerySavingPlanForCustomer","I","","","","BOBusiness","1","","S"<endrec>
"","","API","BO Service","QuerySavingPlanForOrganization","S","","QuerySavingPlanForCustomer","I","","","","BOBusiness","1","","S"<endrec>
"","114","API","","QueryStatusviaDiameter","S","","Query Status via Diameter","O","","","","","1","QueryStatusviaDiameterResponse","S"<endrec>
"","114","API","TC Event Service","QueryStatusviaDiameterResponse","S","","Query Status via Diameter Response","I","","","","","0","","S"<endrec>
"","114","API","TC Event Service","QueryStatusviaDiameterResponseFailed","S","","Query Status via Diameter Response failed","I","","","","","0","","S"<endrec>
"","114","API","TC Event Service","QueryStatusviaDiameterResponseTimeOut","S","","Query Status via Diameter Response timeout","I","","","","","0","","S"<endrec>
"","104","API","Outgoing API Service","QueryThirdBillInfo","S","","QueryThirdBillInfo","O","N","52","","","1","QueryResult","S"<endrec>
"","117","API","Outbound Callback Service","REFILLResponse","S","","NA","I","N","","","","0","","S"<endrec>
"","106","API","EVC Outgoing Service","RechargeAmountSFC","S","","RechargeAmountSFC","O","","24","","","1","rechargeAmountSFCResponse","S"<endrec>
"","104","API","TC Interoperability Service","RecipientLookUpByPartnerSPResponse","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","RecipientLookUpByPartnerSPResponseSendFailed","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","RecipientLookUpByPartnerSPResponseSoapFault","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","RecipientLookUpByPartnerSPResponseTimeOut","S","","","I","N","","","","0","",""<endrec>
"","104","API","Outgoing API Service","Refill","S","","Refill","O","N","89","Refill","","1","RefillResult",""<endrec>
"","117","API","XML HTTP Outgoing Service","RefillRequest","S","","NA","O","N","89","Refill","","1","REFILLResponse","S"<endrec>
"","104","API","TC Event Service","RefillResult","S","","GetAccountDetailsResult","I","N","","","","1","",""<endrec>
"","-1","API","Outgoing GOA Service","RegisterDompetkuCustomer","G","","RegisterDompetkuCustomer","O","N","64","","GOAHeader","1","",""<endrec>
"","3","API","Outgoing API Service","RequestCredit","S","","NA","O","N","7","","","1","RequestCreditResponse","S"<endrec>
"","3","API","TC Event Service","RequestCreditResponse","S","","NA","I","N","","","","0","",""<endrec>
"","","API","","ResetCustPIN","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","","API","","ResetCustSecretWord","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","-1","API","Outgoing GOA Service","ResetDompetkuPIN","G","","ResetDompetkuPIN","O","N","62","","GOAHeader","1","",""<endrec>
"","","API","","ResetOrgOperatorPIN","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","","API","","ResetOrgOperatorPassword","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","","API","","ResetOrgOperatorSecretWord","S","","NA","I","N","","","BOBusiness","1","",""<endrec>
"","104","API","Outgoing API Service","SPLookUpByHub","S","","","O","N","29","","","1","SPLookUpByHubResult",""<endrec>
"","104","API","TC Interoperability Service","SPLookUpByHubResult","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","SPLookUpByHubResultSendFailed","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","SPLookUpByHubResultSoapFault","S","","","I","N","","","","0","",""<endrec>
"","104","API","TC Interoperability Service","SPLookUpByHubResultTimeOut","S","","","I","N","","","","0","",""<endrec>
"","117","API","XML HTTP Outgoing Service","SSPConfirmationReplacePackageRequest","S","","NA","O","N","89","SSPConfirmationReplacePackage","","1","SSPConfirmationReplacePackageResponse","S"<endrec>
"","117","API","Outbound Callback Service","SSPConfirmationReplacePackageResponse","S","","NA","I","N","","","","0","","S"<endrec>
